customer_id,age,employment_status,income,loan_amount,loan_tenure,credit_score,credit_utilization,repayment_history,num_defaults,debt_to_income_ratio,risk_label,monthly_emi,emi_to_income_ratio,risk_score_numeric
CUST02815,59,Retired,38643.59,100459.6,48,679,0.3285,19,1,2.5996,Medium,2092.91,0.6499,1
CUST02816,42,Self-Employed,89375.19,82853.97,36,561,0.5014,19,1,0.927,Medium,2301.5,0.309,1
CUST02817,32,Retired,45388.45,53759.99,84,701,0.3324,22,1,1.1844,Low,640.0,0.1692,0
CUST02818,44,Unemployed,29154.96,9146.49,36,738,0.1794,20,0,0.3137,Low,254.07,0.1046,0
CUST02819,60,Employed,81817.69,84909.6,84,583,0.4424,24,4,1.0378,High,1010.83,0.1483,2
CUST02820,58,Self-Employed,75852.53,16916.32,84,616,0.7036,17,0,0.223,Low,201.38,0.0319,0
CUST02821,30,Employed,92273.06,122475.57,120,599,0.4056,19,2,1.3273,Medium,1020.63,0.1327,1
CUST02822,55,Employed,74528.66,17836.22,24,734,0.4066,21,3,0.2393,Medium,743.18,0.1197,1
CUST02823,52,Employed,42143.26,67167.19,84,654,0.4102,20,0,1.5938,Low,799.61,0.2277,0
CUST02824,27,Employed,34412.32,68010.01,36,620,0.2698,17,1,1.9763,Medium,1889.17,0.6588,1
CUST02825,41,Retired,49395.68,85649.24,36,701,0.3015,21,1,1.7339,Medium,2379.15,0.578,1
CUST02826,40,Employed,83389.42,10728.64,48,611,0.1261,21,4,0.1287,Medium,223.51,0.0322,1
CUST02827,46,Unemployed,13470.84,34555.7,24,633,0.3375,19,0,2.5652,Medium,1439.82,1.2826,1
CUST02828,24,Employed,70479.99,33927.67,60,560,0.1067,21,0,0.4814,Low,565.46,0.0963,0
CUST02829,42,Employed,64268.82,91850.74,60,717,0.3352,20,1,1.4292,Low,1530.85,0.2858,0
CUST02830,35,Unemployed,22746.8,43227.15,12,562,0.4448,15,0,1.9004,Medium,3602.26,1.9004,1
CUST02831,60,Self-Employed,117462.93,25908.27,48,764,0.4673,19,2,0.2206,Low,539.76,0.0551,0
CUST02832,41,Self-Employed,100615.39,7661.2,12,669,0.7727,18,0,0.0761,Low,638.43,0.0761,0
CUST02833,35,Employed,52091.18,126879.0,24,637,0.3637,18,1,2.4357,Medium,5286.62,1.2179,1
CUST02834,42,Employed,44827.89,145874.49,120,648,0.4924,21,0,3.2541,Medium,1215.62,0.3254,1
CUST02835,48,Self-Employed,103533.14,106972.99,60,786,0.1727,17,0,1.0332,Low,1782.88,0.2066,0
CUST02836,34,Self-Employed,33777.47,64843.3,120,542,0.3689,21,0,1.9197,Medium,540.36,0.192,1
CUST02837,47,Employed,70619.04,22691.59,60,548,0.2601,16,0,0.3213,Low,378.19,0.0643,0
CUST02838,61,Retired,34775.11,73890.2,60,726,0.2922,21,4,2.1248,High,1231.5,0.425,2
CUST02839,60,Self-Employed,52886.5,71311.65,12,576,0.2601,16,1,1.3484,Medium,5942.64,1.3484,1
CUST02840,48,Unemployed,14991.06,65882.06,120,590,0.2764,18,2,4.3948,High,549.02,0.4395,2
CUST02841,46,Self-Employed,59198.57,59854.02,36,614,0.401,21,0,1.0111,Low,1662.61,0.337,0
CUST02842,22,Self-Employed,69775.48,77029.25,12,740,0.3426,21,0,1.104,Low,6419.1,1.104,0
CUST02843,45,Employed,51514.28,15611.2,120,714,0.1232,22,2,0.303,Low,130.09,0.0303,0
CUST02844,23,Employed,59158.41,10552.72,60,638,0.3542,21,0,0.5108,Low,175.88,0.0357,0
CUST02845,28,Unemployed,29393.19,14274.24,48,682,0.4721,18,0,0.4856,Low,297.38,0.1214,0
CUST02846,64,Employed,62447.59,33999.78,48,680,0.479,19,0,0.5445,Low,708.33,0.1361,0
CUST02847,53,Employed,82855.8,45320.19,84,569,0.5173,19,1,0.547,Low,539.53,0.0781,0
CUST02848,62,Employed,63263.75,29571.35,120,575,0.2058,23,1,0.4674,Low,246.43,0.0467,0
CUST02849,55,Employed,53237.81,41527.92,12,487,0.2195,22,1,0.78,Low,3460.66,0.78,0
CUST02850,26,Retired,30228.58,31946.42,84,769,0.2785,18,0,1.0568,Low,380.31,0.151,0
CUST02851,59,Unemployed,59158.41,26857.77,84,596,0.2673,17,0,1.0486,Low,319.74,0.0649,0
CUST02852,43,Employed,32645.42,47482.49,12,651,0.4388,20,3,1.4545,Medium,3956.87,1.4545,1
CUST02853,45,Employed,85137.82,62639.33,84,693,0.3567,21,2,0.7357,Medium,745.71,0.1051,1
CUST02854,63,Self-Employed,48492.8,112918.68,24,572,0.7929,20,0,2.3286,Medium,4704.94,1.1643,1
CUST02855,39,Self-Employed,125227.83,143554.74,12,582,0.5733,20,0,1.1463,Low,11962.89,1.1463,0
CUST02856,25,Retired,11817.43,138249.97,84,576,0.0897,19,0,5.0,High,1645.83,1.6713,2
CUST02857,31,Employed,58479.47,74010.4,84,418,0.2048,20,1,1.2656,Medium,881.08,0.1808,1
CUST02858,32,Employed,88657.49,71895.04,12,644,0.05,17,0,0.8109,Low,5991.25,0.8109,0
CUST02859,30,Employed,45435.58,23226.19,60,836,0.1822,20,0,0.5112,Low,387.1,0.1022,0
CUST02860,28,Retired,36957.61,145902.32,84,607,0.1342,21,1,3.9478,High,1736.93,0.564,2
CUST02861,44,Self-Employed,118910.46,115214.18,36,609,0.3109,21,0,0.9689,Low,3200.39,0.323,0
CUST02862,48,Self-Employed,22500.67,127897.4,60,620,0.1224,19,0,5.0,High,2131.62,1.1368,2
CUST02863,61,Employed,48284.57,38953.73,36,674,0.2261,18,0,0.8068,Low,1082.05,0.2689,0
CUST02864,56,Self-Employed,88107.99,63157.47,60,720,0.1211,17,2,0.7168,Medium,1052.62,0.1434,1
CUST02865,57,Self-Employed,38772.51,19883.54,120,583,0.2879,21,0,0.5128,Low,165.7,0.0513,0
CUST02866,41,Employed,34812.83,141417.9,60,687,0.2433,24,0,4.0622,Medium,2356.96,0.8124,1
CUST02867,28,Employed,64911.12,46445.24,24,643,0.1874,17,1,0.7155,Low,1935.22,0.3578,0
CUST02868,29,Employed,77277.94,91421.42,84,673,0.1872,21,0,1.183,Low,1088.35,0.169,0
CUST02869,35,Employed,57294.33,27071.9,120,686,0.2013,17,0,0.4725,Low,225.6,0.0473,0
CUST02870,60,Employed,16045.39,121405.51,36,572,0.4525,19,0,5.0,High,3372.38,2.5221,2
CUST02871,38,Employed,62703.67,32019.98,60,607,0.2734,20,0,0.5107,Low,533.67,0.1021,0
CUST02872,62,Employed,94329.36,122360.74,60,686,0.5864,21,0,1.2972,Low,2039.35,0.2594,0
CUST02873,40,Employed,58110.61,63255.57,36,638,0.2283,18,0,1.0885,Low,1757.1,0.3628,0
CUST02874,26,Employed,93573.02,88774.77,120,713,0.6397,17,1,0.9487,Low,739.79,0.0949,0
CUST02875,32,Unemployed,29792.57,44107.77,24,632,0.2288,19,0,1.4805,Low,1837.82,0.7402,0
CUST02876,22,Employed,41780.59,133002.59,36,730,0.3621,20,0,3.1834,Medium,3694.52,1.0611,1
CUST02877,27,Self-Employed,37532.1,115180.92,24,492,0.1498,18,1,3.0689,High,4799.2,1.5344,2
CUST02878,36,Employed,48548.43,56369.72,120,675,0.1138,19,0,1.1611,Low,469.75,0.1161,0
CUST02879,23,Self-Employed,87949.99,89877.79,24,546,0.3047,18,1,1.0219,Medium,3744.91,0.511,1
CUST02880,23,Employed,59158.41,23703.33,48,739,0.3229,22,0,0.4119,Low,493.82,0.1002,0
CUST02881,47,Unemployed,27143.96,28268.48,24,638,0.0989,17,2,1.0414,Medium,1177.85,0.5207,1
CUST02882,63,Employed,56166.65,82383.25,48,648,0.0713,21,0,1.4668,Low,1716.32,0.3667,0
CUST02883,60,Self-Employed,59158.41,97886.82,84,583,0.1683,21,0,1.7586,Low,1165.32,0.2364,0
CUST02884,58,Employed,76926.71,85827.6,12,703,0.4543,23,0,1.1157,Low,7152.3,1.1157,0
CUST02885,53,Self-Employed,39320.9,86114.16,24,695,0.1974,17,0,2.19,Medium,3588.09,1.095,1
CUST02886,48,Employed,94592.85,112632.07,36,627,0.1872,22,4,1.1907,Medium,3128.67,0.3969,1
CUST02887,21,Employed,60302.73,135849.08,48,703,0.5477,16,1,2.2528,Medium,2830.19,0.5632,1
CUST02888,28,Employed,57013.84,61201.64,120,667,0.2005,19,0,1.0735,Low,510.01,0.1073,0
CUST02890,52,Retired,53966.43,134488.48,12,712,0.6108,18,0,2.4921,Medium,11207.37,2.4921,1
CUST02891,63,Unemployed,10000.0,72320.41,84,794,0.3674,20,0,5.0,High,860.96,1.0332,2
CUST02892,57,Employed,80036.16,69546.6,12,672,0.3936,18,0,0.8689,Low,5795.55,0.8689,0
CUST02893,24,Employed,76114.58,116144.6,24,672,0.3863,16,0,1.5259,Low,4839.36,0.763,0
CUST02894,50,Retired,38870.01,132208.66,36,723,0.1016,20,1,3.4013,Medium,3672.46,1.1338,1
CUST02895,26,Employed,72007.05,111962.48,24,573,0.4662,17,0,1.5549,Medium,4665.1,0.7774,1
CUST02896,39,Self-Employed,80800.66,19518.04,60,635,0.2695,18,0,0.2416,Low,325.3,0.0483,0
CUST02897,52,Unemployed,28207.41,72391.79,12,619,0.1902,19,1,2.5664,Medium,6032.65,2.5664,1
CUST02898,29,Unemployed,24840.37,35735.6,60,674,0.1927,20,0,1.4386,Low,595.59,0.2877,0
CUST02899,32,Employed,96144.88,51015.45,60,667,0.2692,20,0,0.5306,Low,850.26,0.1061,0
CUST02900,31,Employed,76229.62,72969.39,48,790,0.3231,20,0,0.9572,Low,1520.2,0.2393,0
CUST02901,36,Employed,104523.45,37121.66,120,769,0.4179,20,0,0.3552,Low,309.35,0.0355,0
CUST02902,21,Self-Employed,89252.48,79810.38,60,528,0.2319,14,3,0.8942,Medium,1330.17,0.1788,1
CUST02903,41,Employed,36916.88,98275.0,12,678,0.2136,20,2,2.6621,Medium,8189.58,2.6621,1
CUST02904,50,Employed,59158.41,131860.26,12,648,0.1495,18,0,1.5567,Low,10988.36,2.2289,0
CUST02905,33,Employed,37840.73,35661.79,36,656,0.462,20,1,0.9424,Low,990.61,0.3141,0
CUST02906,54,Employed,68548.35,50031.93,24,608,0.1768,19,5,0.7299,High,2084.66,0.3649,2
CUST02907,24,Self-Employed,66315.28,63841.07,36,760,0.4994,22,0,0.9627,Low,1773.36,0.3209,0
CUST02908,48,Self-Employed,77205.16,37559.28,36,676,0.1903,18,2,0.4865,Low,1043.31,0.1622,0
CUST02909,58,Employed,50249.63,53145.81,120,566,0.3805,19,0,1.0576,Low,442.88,0.1058,0
CUST02910,51,Employed,72207.03,133085.83,24,728,0.0738,20,0,1.8431,Low,5545.24,0.9216,0
CUST02911,47,Unemployed,25714.74,25104.94,12,687,0.1489,19,3,0.9763,Medium,2092.08,0.9763,1
CUST02912,25,Employed,44632.57,69343.4,48,598,0.0827,17,0,1.5537,Low,1444.65,0.3884,0
CUST02913,45,Self-Employed,58782.31,50090.21,120,588,0.4117,22,1,0.8521,Low,417.42,0.0852,0
CUST02914,23,Unemployed,22428.81,16188.88,60,586,0.0501,16,0,0.7218,Low,269.81,0.1444,0
CUST02915,53,Employed,40941.53,18938.17,48,744,0.0938,19,3,0.4626,Low,394.55,0.1156,0
CUST02916,24,Employed,57571.59,118807.59,60,697,0.1948,17,0,2.0636,Low,1980.13,0.4127,0
CUST02917,45,Retired,64194.66,128588.29,24,726,0.3804,17,0,2.0031,Medium,5357.85,1.0016,1
CUST02918,40,Employed,59158.41,112504.1,24,666,0.2558,22,0,1.2889,Low,4687.67,0.9509,0
CUST02919,54,Employed,101668.73,83188.21,36,595,0.4532,18,0,0.8182,Low,2310.78,0.2727,0
CUST02920,46,Employed,73485.28,117035.62,84,586,0.2673,18,2,1.5926,Medium,1393.28,0.2275,1
CUST02921,25,Employed,68765.66,27042.28,84,735,0.1063,22,1,0.3933,Low,321.93,0.0562,0
CUST02922,55,Unemployed,19112.37,118129.23,24,685,0.3174,16,0,5.0,High,4922.05,3.0904,2
CUST02923,48,Unemployed,22241.81,66403.91,60,628,0.2181,19,0,2.9855,Medium,1106.73,0.5971,1
CUST02924,49,Self-Employed,51321.96,113795.75,84,651,0.1443,21,0,2.2173,Low,1354.71,0.3168,0
CUST02925,29,Employed,102777.47,38023.66,48,729,0.2601,21,0,0.37,Low,792.16,0.0925,0
CUST02926,58,Employed,26381.22,125718.8,120,695,0.3943,19,2,4.7655,High,1047.66,0.4765,2
CUST02927,26,Self-Employed,108816.29,87376.9,48,642,0.2223,22,0,0.803,Low,1820.35,0.2007,0
CUST02929,64,Self-Employed,53308.2,80293.74,84,602,0.5172,16,0,1.5062,Low,955.88,0.2152,0
CUST02930,31,Employed,75627.49,49990.52,120,651,0.1327,18,2,0.661,Low,416.59,0.0661,0
CUST02931,22,Self-Employed,66595.55,13337.77,48,626,0.3197,19,0,0.2003,Low,277.87,0.0501,0
CUST02932,64,Employed,51349.24,69859.89,36,645,0.3439,21,1,1.3605,Medium,1940.55,0.4535,1
CUST02933,64,Employed,37370.45,50163.17,84,606,0.4508,19,0,1.3423,Low,597.18,0.1918,0
CUST02934,29,Employed,35689.86,34636.57,48,542,0.2695,20,2,0.9705,Medium,721.6,0.2426,1
CUST02935,41,Employed,52781.77,55622.69,60,726,0.1947,18,0,1.0538,Low,927.04,0.2108,0
CUST02936,44,Employed,57260.24,31043.05,36,695,0.2391,24,1,0.5421,Low,862.31,0.1807,0
CUST02937,54,Self-Employed,28575.67,48472.75,120,628,0.3178,22,2,1.6963,Medium,403.94,0.1696,1
CUST02938,42,Self-Employed,84691.78,21723.48,36,624,0.2944,17,1,0.2565,Low,603.43,0.0855,0
CUST02939,23,Self-Employed,64382.71,17225.33,84,538,0.1894,17,0,0.2675,Low,205.06,0.0382,0
CUST02940,32,Retired,56072.81,136952.82,36,735,0.4814,18,1,2.4424,Medium,3804.25,0.8141,1
CUST02941,48,Employed,89627.59,135901.04,24,750,0.3384,19,0,1.5163,Low,5662.54,0.7581,0
CUST02942,50,Employed,70787.49,125060.75,36,642,0.0216,21,0,1.7667,Low,3473.91,0.5889,0
CUST02943,46,Employed,63123.3,38397.2,60,676,0.3615,22,0,0.6083,Low,639.95,0.1217,0
CUST02944,41,Self-Employed,88349.58,110254.14,120,570,0.4511,17,2,1.2479,Medium,918.78,0.1248,1
CUST02945,48,Employed,93921.97,90508.26,84,656,0.0876,20,0,0.9637,Low,1077.48,0.1377,0
CUST02946,46,Unemployed,29632.0,12428.84,84,594,0.6931,18,0,0.4194,Low,147.96,0.0599,0
CUST02947,53,Employed,114804.48,135439.93,48,595,0.6446,20,3,1.1797,Medium,2821.67,0.2949,1
CUST02949,55,Retired,41872.47,107764.61,24,616,0.1049,21,1,2.5736,Medium,4490.19,1.2868,1
CUST02950,54,Employed,93254.47,38568.63,48,639,0.1624,19,0,0.4136,Low,803.51,0.1034,0
CUST02951,61,Employed,51197.27,85389.39,12,734,0.1675,20,1,1.6679,Low,7115.78,1.6678,0
CUST02952,38,Self-Employed,38519.46,20860.17,24,481,0.1588,21,0,0.5415,Low,869.17,0.2708,0
CUST02953,31,Employed,77522.93,48322.99,120,607,0.1281,19,0,0.6233,Low,402.69,0.0623,0
CUST02954,43,Employed,72757.8,109002.12,60,700,0.3406,19,0,1.4982,Low,1816.7,0.2996,0
CUST02955,42,Self-Employed,96433.9,48655.76,24,665,0.297,19,0,0.5046,Low,2027.32,0.2523,0
CUST02956,37,Employed,88205.17,26344.86,36,587,0.2027,19,0,0.2987,Low,731.8,0.0996,0
CUST02958,64,Self-Employed,83433.47,88014.59,36,850,0.3309,20,2,1.0549,Low,2444.85,0.3516,0
CUST02959,31,Employed,30599.7,145457.23,48,648,0.3227,20,2,4.7536,High,3030.36,1.1884,2
CUST02960,50,Employed,86548.75,75199.29,24,570,0.2494,18,3,0.8689,Medium,3133.3,0.4344,1
CUST02961,35,Employed,87944.11,35828.73,24,629,0.1702,22,1,0.4074,Low,1492.86,0.2037,0
CUST02962,47,Self-Employed,99330.24,72175.6,60,559,0.16,20,1,0.7266,Low,1202.93,0.1453,0
CUST02963,55,Employed,35987.28,92302.14,12,682,0.3045,16,0,2.5649,Medium,7691.84,2.5649,1
CUST02964,53,Unemployed,10000.0,121198.41,24,696,0.397,20,0,5.0,High,5049.93,6.0599,2
CUST02965,40,Employed,73076.06,70638.4,48,728,0.2653,21,0,0.9666,Low,1471.63,0.2417,0
CUST02966,36,Employed,58298.02,30078.05,36,681,0.0365,18,0,0.5159,Low,835.5,0.172,0
CUST02967,54,Employed,75038.84,32261.44,48,668,0.2788,22,1,0.4299,Low,672.11,0.1075,0
CUST02968,22,Employed,103754.88,135460.27,120,569,0.2601,20,2,1.3056,Medium,1128.84,0.1306,1
CUST02969,55,Employed,37705.76,39255.07,84,552,0.2739,17,2,1.0411,Medium,467.32,0.1487,1
CUST02970,60,Employed,25917.9,110562.56,84,488,0.2221,16,1,4.2659,High,1316.22,0.6094,2
CUST02971,48,Employed,59158.41,43997.57,60,648,0.3671,21,0,0.6916,Low,733.29,0.1487,0
CUST02972,59,Employed,51396.63,109481.5,84,719,0.127,20,0,2.1301,Low,1303.35,0.3043,0
CUST02973,26,Employed,55393.7,16362.74,24,742,0.2731,19,3,0.2954,Low,681.78,0.1477,0
CUST02974,29,Self-Employed,20431.0,35071.99,120,717,0.0463,21,1,1.7166,Low,292.27,0.1717,0
CUST02975,40,Employed,59158.41,64261.69,12,620,0.1996,21,0,1.0267,Low,5355.14,1.0863,0
CUST02976,21,Employed,64420.09,79720.9,12,798,0.4755,20,0,1.2375,Low,6643.41,1.2375,0
CUST02977,28,Unemployed,14845.57,56177.9,24,574,0.3606,22,2,3.7842,High,2340.75,1.8921,2
CUST02978,43,Employed,64223.98,88159.87,12,570,0.3239,17,0,1.3727,Low,7346.66,1.3727,0
CUST02979,23,Self-Employed,78840.94,52178.63,48,711,0.3102,20,3,0.6618,Medium,1087.05,0.1655,1
CUST02980,24,Employed,120691.76,103373.65,36,762,0.1984,20,0,0.8565,Low,2871.49,0.2855,0
CUST02981,45,Employed,70593.15,79125.02,24,793,0.2601,18,0,1.1209,Low,3296.88,0.5604,0
CUST02982,58,Retired,46737.54,107240.84,84,729,0.554,20,0,2.2945,Medium,1276.68,0.3278,1
CUST02983,35,Employed,68727.99,67491.95,36,708,0.0665,18,0,0.982,Low,1874.78,0.3273,0
CUST02984,41,Self-Employed,92494.39,132092.52,12,715,0.3452,21,0,1.4281,Low,11007.71,1.4281,0
CUST02985,55,Employed,53658.56,60409.25,60,627,0.3319,19,1,1.1258,Low,1006.82,0.2252,0
CUST02986,34,Self-Employed,48325.17,49679.38,120,585,0.6365,18,0,1.028,Low,413.99,0.1028,0
CUST02987,56,Unemployed,23784.99,85777.33,36,671,0.1891,20,1,3.6064,High,2382.7,1.2021,2
CUST02988,32,Employed,69204.57,78830.01,120,514,0.0854,22,0,1.1391,Low,656.92,0.1139,0
CUST02989,37,Unemployed,22041.86,80124.22,120,625,0.3459,18,0,3.6351,High,667.7,0.3635,2
CUST02990,59,Employed,35800.3,120438.86,60,607,0.2806,19,0,3.3642,Medium,2007.31,0.6728,1
CUST02991,29,Self-Employed,63997.76,90346.53,48,696,0.2424,20,0,1.4117,Low,1882.22,0.3529,0
CUST02992,55,Employed,91559.26,133363.49,60,667,0.2601,14,0,1.4566,Low,2222.72,0.2913,0
CUST02993,33,Unemployed,17557.96,94769.06,36,768,0.3632,17,0,5.0,High,2632.47,1.7992,2
CUST02994,35,Employed,87411.83,8146.67,36,715,0.2969,22,0,0.0932,Low,226.3,0.0311,0
CUST02995,38,Employed,86378.15,131207.06,24,598,0.1915,19,0,1.519,Low,5466.96,0.7595,0
CUST02996,53,Unemployed,33606.19,126768.75,84,703,0.6291,20,0,3.7722,High,1509.15,0.5389,2
CUST02997,26,Self-Employed,59158.41,12083.23,60,511,0.1948,22,1,0.1323,Low,201.39,0.0409,0
CUST02998,47,Employed,68176.28,23166.25,48,708,0.5892,23,0,0.3398,Low,482.63,0.0849,0
CUST02999,43,Employed,61472.75,85671.62,24,590,0.4728,19,1,1.3937,Medium,3569.65,0.6968,1
CUST03000,47,Employed,34462.22,11213.62,24,601,0.1342,20,2,0.3254,Low,467.23,0.1627,0
CUST03001,54,Employed,59738.81,64619.36,48,757,0.0788,18,3,1.0817,Medium,1346.24,0.2704,1
CUST03002,58,Employed,61874.08,146427.29,24,681,0.1785,20,0,2.3665,Medium,6101.14,1.1833,1
CUST03003,34,Self-Employed,77777.91,30052.54,48,634,0.3856,18,1,0.3864,Low,626.09,0.0966,0
CUST03004,56,Employed,38896.97,34883.89,12,731,0.3296,17,0,0.8968,Low,2906.99,0.8968,0
CUST03005,28,Self-Employed,73095.82,103070.52,24,767,0.2601,18,0,1.4101,Low,4294.61,0.705,0
CUST03006,55,Unemployed,12169.05,11376.84,36,570,0.4437,20,0,0.9349,Low,316.02,0.3116,0
CUST03007,39,Employed,71525.41,123999.49,12,592,0.5361,14,1,1.7336,Medium,10333.29,1.7336,1
CUST03008,50,Employed,83230.21,33859.52,24,714,0.4821,20,1,0.4068,Low,1410.81,0.2034,0
CUST03009,34,Employed,58789.14,82075.35,48,674,0.1948,19,1,1.3961,Low,1709.9,0.349,0
CUST03010,40,Employed,80325.79,41070.66,12,501,0.4011,19,1,0.5113,Low,3422.56,0.5113,0
CUST03011,45,Self-Employed,83000.45,100537.88,84,792,0.1988,20,2,1.2113,Medium,1196.88,0.173,1
CUST03012,60,Employed,63294.14,90146.33,12,611,0.2821,21,1,1.4242,Medium,7512.19,1.4242,1
CUST03013,44,Self-Employed,116887.87,142233.76,36,569,0.2555,20,3,1.2168,Medium,3950.94,0.4056,1
CUST03014,34,Employed,60533.1,69612.11,24,650,0.2694,21,1,1.15,Low,2900.5,0.575,0
CUST03015,46,Employed,42543.4,131857.45,24,722,0.3077,17,1,3.0994,Medium,5494.06,1.5497,1
CUST03016,58,Employed,50064.81,88494.17,48,740,0.0423,19,2,1.7676,Medium,1843.63,0.4419,1
CUST03017,43,Employed,71522.96,137597.08,12,654,0.3847,20,1,1.9238,Medium,11466.42,1.9238,1
CUST03018,42,Employed,62573.41,47314.2,36,850,0.0801,19,0,0.7561,Low,1314.28,0.252,0
CUST03019,39,Employed,79743.46,84715.35,48,850,0.5481,17,0,1.0623,Low,1764.9,0.2656,0
CUST03020,23,Unemployed,28636.46,61554.3,84,648,0.3819,16,0,2.1495,Medium,732.79,0.3071,1
CUST03021,62,Self-Employed,69199.62,14555.11,48,645,0.3694,22,2,0.2103,Low,303.23,0.0526,0
CUST03022,39,Employed,34435.5,88268.54,36,623,0.2384,18,0,2.5633,Medium,2451.9,0.8544,1
CUST03023,29,Employed,68333.06,120163.12,24,637,0.2012,15,0,1.7585,Low,5006.8,0.8792,0
CUST03024,48,Employed,37437.94,85649.53,36,769,0.3075,19,0,2.2878,Low,2379.15,0.7626,0
CUST03025,40,Employed,71402.58,45504.61,24,676,0.3979,14,0,0.6373,Low,1896.03,0.3186,0
CUST03026,27,Employed,80060.2,43255.21,60,719,0.2601,19,2,0.5403,Low,720.92,0.1081,0
CUST03027,34,Employed,95325.0,39486.59,12,705,0.2792,18,0,0.4142,Low,3290.55,0.4142,0
CUST03028,29,Employed,93118.15,147046.59,36,698,0.22,17,1,1.5791,Medium,4084.63,0.5264,1
CUST03029,39,Employed,51091.61,62886.83,84,737,0.0491,20,0,1.2309,Low,748.65,0.1758,0
CUST03030,34,Employed,31607.24,50946.12,84,716,0.1797,16,0,1.6118,Low,606.5,0.2303,0
CUST03031,58,Employed,52361.16,65677.87,120,688,0.429,19,0,1.2543,Low,547.32,0.1254,0
CUST03032,56,Self-Employed,54667.93,21790.7,48,797,0.3652,19,0,0.3986,Low,453.97,0.0996,0
CUST03033,60,Employed,57206.2,33422.83,24,544,0.3567,17,1,0.5843,Low,1392.62,0.2921,0
CUST03034,37,Employed,64513.59,78790.81,12,672,0.5443,17,0,1.2213,Low,6565.9,1.2213,0
CUST03035,50,Employed,53856.79,120832.84,84,607,0.069,18,0,2.2436,Medium,1438.49,0.3205,1
CUST03036,29,Unemployed,16115.97,132081.87,12,723,0.7397,23,0,5.0,High,11006.82,8.1957,2
CUST03037,53,Unemployed,34990.89,130567.79,36,519,0.5621,19,0,3.7315,High,3626.88,1.2438,2
CUST03038,45,Self-Employed,103704.2,141988.88,48,668,0.2601,17,1,1.3692,Low,2958.1,0.3423,0
CUST03039,34,Employed,87164.77,23236.87,84,688,0.1123,19,0,0.2666,Low,276.63,0.0381,0
CUST03040,31,Employed,101830.99,10940.69,36,747,0.2632,16,0,0.1074,Low,303.91,0.0358,0
CUST03041,55,Self-Employed,101371.87,20331.03,48,616,0.1936,17,0,0.2006,Low,423.56,0.0501,0
CUST03042,61,Employed,84216.12,92107.63,60,850,0.3221,19,2,1.0937,Low,1535.13,0.2187,0
CUST03043,34,Employed,52354.7,85637.25,36,603,0.2041,20,0,1.6357,Low,2378.81,0.5452,0
CUST03044,50,Unemployed,16152.69,102325.46,120,558,0.159,22,3,5.0,High,852.71,0.6335,2
CUST03045,61,Employed,99589.34,58808.14,24,698,0.3686,19,2,0.5905,Medium,2450.34,0.2953,1
CUST03046,24,Employed,47208.1,61780.38,36,639,0.2601,20,0,1.3087,Low,1716.12,0.4362,0
CUST03047,24,Employed,78069.27,84108.39,36,797,0.1557,18,0,1.0774,Low,2336.34,0.3591,0
CUST03048,48,Employed,87265.73,16463.14,84,522,0.3478,18,1,0.1887,Low,195.99,0.027,0
CUST03049,28,Employed,59114.65,120981.46,120,652,0.4709,20,0,2.0466,Medium,1008.18,0.2047,1
CUST03050,22,Self-Employed,98290.21,138814.05,60,715,0.6035,23,1,1.4123,Medium,2313.57,0.2825,1
CUST03051,61,Self-Employed,114584.04,61165.05,84,596,0.3034,17,0,0.5338,Low,728.16,0.0763,0
CUST03052,42,Employed,105193.0,112238.0,60,538,0.1704,19,3,1.067,Medium,1870.63,0.2134,1
CUST03053,61,Unemployed,10000.0,84581.03,84,765,0.1549,20,0,5.0,High,1006.92,1.2083,2
CUST03054,36,Employed,63881.73,39221.25,36,582,0.298,19,0,0.614,Low,1089.48,0.2047,0
CUST03055,49,Employed,39994.93,14830.68,48,733,0.4407,18,4,0.3708,Medium,308.97,0.0927,1
CUST03056,50,Self-Employed,72313.33,40655.34,60,576,0.4037,21,1,0.5622,Low,677.59,0.1124,0
CUST03057,32,Self-Employed,47361.58,92711.39,60,624,0.1539,19,1,1.9575,Medium,1545.19,0.3915,1
CUST03058,55,Self-Employed,106912.16,10833.32,48,710,0.3931,20,2,0.1013,Low,225.69,0.0253,0
CUST03059,31,Unemployed,31230.26,126247.66,12,678,0.2617,18,0,4.0425,High,10520.64,4.0425,2
CUST03060,41,Self-Employed,117796.64,145694.4,120,575,0.3475,16,0,1.2368,Low,1214.12,0.1237,0
CUST03061,41,Unemployed,21308.88,17107.78,60,692,0.0527,22,3,0.8028,Medium,285.13,0.1606,1
CUST03062,25,Employed,57545.3,40771.2,60,476,0.4415,16,0,0.7085,Low,679.52,0.1417,0
CUST03063,40,Self-Employed,92345.99,102966.87,48,553,0.1038,17,0,1.115,Low,2145.14,0.2788,0
CUST03064,57,Retired,24937.95,121881.65,48,789,0.3302,20,0,4.8874,High,2539.2,1.2218,2
CUST03065,23,Self-Employed,16134.52,55169.14,36,636,0.2184,23,2,3.4193,High,1532.48,1.1398,2
CUST03066,64,Employed,73227.14,79709.57,120,707,0.1396,18,0,1.0885,Low,664.25,0.1089,0
CUST03067,53,Employed,63767.12,134305.11,36,705,0.2144,20,1,2.1062,Medium,3730.7,0.7021,1
CUST03068,29,Employed,33295.26,60737.76,12,622,0.0147,21,0,1.8242,Low,5061.48,1.8242,0
